"","ensembl_gene_id","external_gene_name","original_ensembl_gene_id","gene_length","gene_biotype","entrezgene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EEA1","ENSG00000102189","EEA1","ENSG00000102189.15",10150,"protein_coding","8411",-0.889443668198845,4.78877083454629,-5.13009151893477,1.58377399437027e-06,1.68306857594093e-05,4.43886633872535
"ZSCAN21","ENSG00000166529","ZSCAN21","ENSG00000166529.13",2140,"protein_coding","7589",-0.544106412841308,2.15848199089691,-5.12992341799373,1.5848752199239e-06,1.68306857594093e-05,4.7443045848187
"IGF2R","ENSG00000197081","IGF2R","ENSG00000197081.11",14911,"protein_coding","3482",-0.606354812094385,7.7665030452431,-5.12963173738681,1.58678778804655e-06,1.68321457202042e-05,4.31583733634457
"CDR2","ENSG00000140743","CDR2","ENSG00000140743.6",3948,"protein_coding","1039",-0.48305362486768,5.55741304027255,-5.12952718426223,1.58747389816226e-06,1.68321457202042e-05,4.36165220930427
"RPL7","ENSG00000147604","RPL7","ENSG00000147604.12",2907,"protein_coding","6129",-0.910616855834638,9.48797151633467,-5.12874757378958,1.59259908810179e-06,1.6873408464025e-05,4.32229186834788
"PLEKHA1","ENSG00000107679","PLEKHA1","ENSG00000107679.13",23986,"protein_coding","59338",-0.550863418863755,5.73697711568461,-5.12819162162611,1.59626380747026e-06,1.68991457883732e-05,4.34926409159415
"FAM168B","ENSG00000152102","FAM168B","ENSG00000152102.16",5435,"protein_coding","130074",-0.429908039800421,6.94917125783588,-5.12757276040645,1.60035289729025e-06,1.69293325051323e-05,4.3094485520783
"DAB2","ENSG00000153071","DAB2","ENSG00000153071.13",7717,"protein_coding",NA,-0.86734605750146,5.82586802518894,-5.12689830050885,1.60482100285651e-06,1.69634788849083e-05,4.34500512516412
"MCAT","ENSG00000100294","MCAT","ENSG00000100294.11",2388,"protein_coding","27349",0.613423554375202,4.68795246890996,5.12637555518474,1.60829242117144e-06,1.69870453565891e-05,4.40241532581477
"R3HCC1","ENSG00000104679","R3HCC1","ENSG00000104679.9",2630,"protein_coding","203069",0.532703605246264,4.8018607333972,5.12503009950559,1.61726101359124e-06,1.70685927036273e-05,4.38593556577748
"MARCH6","ENSG00000145495","MARCH6","ENSG00000145495.13",11336,"protein_coding","10299",-0.391085959085176,6.92015395078327,-5.12371361983698,1.62608372714184e-06,1.71484758826878e-05,4.29410150487273
"HCFC1R1","ENSG00000103145","HCFC1R1","ENSG00000103145.9",1433,"protein_coding","54985",0.572091745386884,4.59047977887503,5.12263730972108,1.63333179485137e-06,1.72116427503675e-05,4.39789099197427
"TRIB2","ENSG00000071575","TRIB2","ENSG00000071575.10",4588,"protein_coding","28951",1.25277312670758,4.71423904712081,5.12138056010576,1.6418349098812e-06,1.72879275576251e-05,4.38150721866238
"KLF5","ENSG00000102554","KLF5","ENSG00000102554.12",3893,"protein_coding","688",-0.681053291419119,8.49336624341917,-5.11834484786849,1.66255314177137e-06,1.74926168254991e-05,4.27348151236782
"BICRAL","ENSG00000112624","BICRAL","ENSG00000112624.11",6843,"protein_coding","23506",-0.473571394275533,4.61350236904058,-5.11665555210458,1.6741926464297e-06,1.76015426732247e-05,4.38619159251894
"TIMM10B","ENSG00000132286","TIMM10B","ENSG00000132286.10",3041,"protein_coding","26515",-0.492329726239102,5.34336523506555,-5.11561644371865,1.68139174989534e-06,1.76636531144919e-05,4.31865301055944
"BAZ2B","ENSG00000123636","BAZ2B","ENSG00000123636.16",20370,"protein_coding","29994",-0.761208107974173,4.71591334958544,-5.11476102678575,1.68734088919553e-06,1.77125469550395e-05,4.37968550305014
"CD226","ENSG00000150637","CD226","ENSG00000150637.7",13638,"protein_coding","10666",1.2966430503848,0.351912353092077,5.11184571436117,1.70777071793412e-06,1.7899612282965e-05,4.81341477162548
"PIGX","ENSG00000163964","PIGX","ENSG00000163964.12",4446,"protein_coding","54965",-0.521943191119605,4.62919900468605,-5.11184461341802,1.70777847852532e-06,1.7899612282965e-05,4.36681752754103
"CDYL","ENSG00000153046","CDYL","ENSG00000153046.16",4531,"protein_coding","9425",-0.389593353275574,5.0420660123777,-5.11143231478125,1.71068721029625e-06,1.79163703387688e-05,4.32312684859776
"NOSTRIN","ENSG00000163072","NOSTRIN","ENSG00000163072.13",5248,"protein_coding","115677",-1.0079041819112,3.92089049715121,-5.11061709761601,1.71645274413008e-06,1.7962999720131e-05,4.45941040624355
"XPOT","ENSG00000184575","XPOT","ENSG00000184575.10",7364,"protein_coding","11260",-0.660593374318298,6.84952211805175,-5.1104224703405,1.71783202740763e-06,1.79636899624477e-05,4.24459777334926
"TM9SF4","ENSG00000101337","TM9SF4","ENSG00000101337.14",5415,"protein_coding","9777",-0.626865990277606,7.37936735762164,-5.10968277568199,1.72308397033736e-06,1.8004845337108e-05,4.23629601035995
"MDK","ENSG00000110492","MDK","ENSG00000110492.14",2196,"protein_coding","4192",1.12472468753297,7.12761856288848,5.10820556242421,1.7336193690005e-06,1.81000392426802e-05,4.22320636289497
"MARCH2","ENSG00000099785","MARCH2","ENSG00000099785.9",2216,"protein_coding","51257",0.55875577787106,4.40072456044957,5.10803487810431,1.73484072577524e-06,1.81000392426802e-05,4.36083292994631
"TAF1","ENSG00000147133","TAF1","ENSG00000147133.14",10860,"protein_coding","6872",-0.666058253189174,5.57119415033267,-5.10693240735283,1.7427498817187e-06,1.81558943114864e-05,4.27492600363212
"SEPT7","ENSG00000122545","SEPT7","ENSG00000122545.16",10295,"protein_coding","989",-0.741491659924017,6.92454679588264,-5.10691861591328,1.74284904452271e-06,1.81558943114864e-05,4.23047949539824
"POU5F1B","ENSG00000212993","POU5F1B","ENSG00000212993.4",5360,"protein_coding","5462",-2.37775267039133,1.56719895445641,-5.10642894356837,1.7463734449444e-06,1.81787640638885e-05,4.71809796430818
"JADE2","ENSG00000043143","JADE2","ENSG00000043143.19",9877,"protein_coding","23338",0.614298368814571,5.67788244257411,5.10609724380261,1.7487647955629e-06,1.81898135921744e-05,4.24672226356269
"NEURL3","ENSG00000163121","NEURL3","ENSG00000163121.8",2497,"protein_coding","93082",1.59628304149933,0.449230231896666,5.10371822412979,1.76601000888287e-06,1.83552316880699e-05,4.77624938572729
"ZMYND15","ENSG00000141497","ZMYND15","ENSG00000141497.12",3303,"protein_coding","84225",1.06117253146627,2.10026360193563,5.10051270593096,1.78950922413195e-06,1.85853509245838e-05,4.62908093306276
"CFTR","ENSG00000001626","CFTR","ENSG00000001626.13",8517,"protein_coding","1080",-2.18164133251954,6.47370937829337,-5.09962036110083,1.79610502353383e-06,1.86396999331531e-05,4.23390245861208
"TENT4B","ENSG00000121274","TENT4B","ENSG00000121274.11",8144,"protein_coding","64282",-0.620913033345638,4.48052136501526,-5.09897428899134,1.80089529665199e-06,1.8675243265812e-05,4.33506709878811
"TCEAL1","ENSG00000172465","TCEAL1","ENSG00000172465.12",1602,"protein_coding","9338",-0.70967590022356,3.57401758416167,-5.09792591113506,1.8086950025806e-06,1.87419168524981e-05,4.44398773505709
"MPHOSPH8","ENSG00000196199","MPHOSPH8","ENSG00000196199.12",4905,"protein_coding","54737",-0.561696132140018,5.85081501347835,-5.09567426217522,1.82555843437222e-06,1.89023378238783e-05,4.21256187787584
"SMIM12","ENSG00000163866","SMIM12","ENSG00000163866.8",8091,"protein_coding","113444",0.462875249338953,5.28585388547418,5.09473995856631,1.8326007531604e-06,1.89609024975249e-05,4.22489990710301
"MBTD1","ENSG00000011258","MBTD1","ENSG00000011258.14",7201,"protein_coding","54799",-0.651148314628743,4.2432101347033,-5.0943622631027,1.83545515668475e-06,1.89760813553545e-05,4.34638934233405
"MSI2","ENSG00000153944","MSI2","ENSG00000153944.9",21479,"protein_coding","124540",-0.610978416043199,6.52816885168109,-5.09183205273563,1.8546892644696e-06,1.91604529904948e-05,4.1751766519211
"TWF2","ENSG00000247596","TWF2","ENSG00000247596.7",1824,"protein_coding","11344",0.477968145728956,5.60564903602699,5.09163409314775,1.85620238250383e-06,1.91616122172735e-05,4.19305875438758
"SAA1","ENSG00000173432","SAA1","ENSG00000173432.9",765,"protein_coding","6288",2.73024993198965,1.87890321129441,5.08883720031111,1.87770985946018e-06,1.93690161822747e-05,4.61188849453698
"JSRP1","ENSG00000167476","JSRP1","ENSG00000167476.9",1950,"protein_coding",NA,1.57783309006206,1.54671552714159,5.08779567314002,1.88578097324841e-06,1.94376127747488e-05,4.63300395687506
"ARHGEF12","ENSG00000196914","ARHGEF12","ENSG00000196914.7",24404,"protein_coding","23365",-0.545063082779013,7.00926423087288,-5.0857940154662,1.90138762924277e-06,1.95837198740833e-05,4.14285998921596
"MED13","ENSG00000108510","MED13","ENSG00000108510.8",12677,"protein_coding","9969",-0.595226356856944,6.23875778110196,-5.08532921996711,1.90502957517015e-06,1.96064669143547e-05,4.15741282969654
"XKR8","ENSG00000158156","XKR8","ENSG00000158156.7",2743,"protein_coding","55113",0.531647515408042,3.36748088714618,5.0836245789186,1.91844481453596e-06,1.97296903558066e-05,4.40230146847684
"RAPGEF2","ENSG00000109756","RAPGEF2","ENSG00000109756.7",12005,"protein_coding","9693",-0.562744429705634,5.31582737570498,-5.08333595313719,1.92072536144596e-06,1.97383031509075e-05,4.19465490255055
"ABCD4","ENSG00000119688","ABCD4","ENSG00000119688.19",8769,"protein_coding","5826",0.483657112372866,5.08649871892645,5.08161409018607,1.93438556989329e-06,1.98637581268772e-05,4.18762141372419
"TAPBPL","ENSG00000139192","TAPBPL","ENSG00000139192.10",3188,"protein_coding","55080",0.743067610352542,5.66286469740416,5.08129828384215,1.93690125531675e-06,1.98702457889375e-05,4.14762248449341
"FLII","ENSG00000177731","FLII","ENSG00000177731.14",6465,"protein_coding","2314",0.547895033047632,7.4543523686905,5.0811505600638,1.93807910589357e-06,1.98702457889375e-05,4.11651670070823
"PHF3","ENSG00000118482","PHF3","ENSG00000118482.10",10378,"protein_coding","23469",-0.637729192952726,5.98150797462513,-5.08098806969428,1.93937550286822e-06,1.98702457889375e-05,4.15116833024574
"RHOBTB3","ENSG00000164292","RHOBTB3","ENSG00000164292.11",8833,"protein_coding","22836",-1.16756768955694,5.73732313631094,-5.08016097402868,1.94598745142197e-06,1.9923066138136e-05,4.16996189570651
"UBL7","ENSG00000138629","UBL7","ENSG00000138629.14",1885,"protein_coding","84993",0.40909930497085,5.35107454434485,5.07932899346402,1.95266064775093e-06,1.99764340612844e-05,4.15956901520743
"TRIM7","ENSG00000146054","TRIM7","ENSG00000146054.16",7338,"protein_coding","81786",2.26814408233108,2.46972775219222,5.07768003901587,1.96595274484726e-06,2.0097385384171e-05,4.50223567308158
"ITPRIPL1","ENSG00000198885","ITPRIPL1","ENSG00000198885.8",4652,"protein_coding","150771",1.04120252311203,0.974084617977692,5.07625807801392,1.97748594890392e-06,2.02001888044121e-05,4.63303034109771
"SOWAHD","ENSG00000187808","SOWAHD","ENSG00000187808.4",1552,"protein_coding","347454",1.112212775241,1.07155273315489,5.07535847759958,1.98481648172356e-06,2.02599401768767e-05,4.62239651639954
"CARD19","ENSG00000165233","CARD19","ENSG00000165233.16",3081,"protein_coding","84270",0.635873463531637,4.95603149178814,5.07504445374887,1.98738159334881e-06,2.02709958492357e-05,4.1713014191154
"CCDC14","ENSG00000175455","CCDC14","ENSG00000175455.13",11423,"protein_coding","64770",-0.731699239566308,5.28983335605021,-5.07359921310108,1.99922885074721e-06,2.03766409988975e-05,4.16220708698343
"DENND4C","ENSG00000137145","DENND4C","ENSG00000137145.19",8745,"protein_coding","55667",-0.643500241308749,5.72369972661339,-5.07296733209729,2.00443028126265e-06,2.04144433262178e-05,4.13071262869001
"NOL4L","ENSG00000197183","NOL4L","ENSG00000197183.11",9448,"protein_coding","140688",-0.839891862156043,6.08352236222117,-5.07262062996436,2.0072898250552e-06,2.04283558237389e-05,4.1141158372066
"GPATCH2","ENSG00000092978","GPATCH2","ENSG00000092978.9",8833,"protein_coding","55105",-0.540340369138789,3.86866112874083,-5.07234719801775,2.00954785600508e-06,2.04361305386152e-05,4.30152322840954
"SF3B5","ENSG00000169976","SF3B5","ENSG00000169976.6",693,"protein_coding","83443",0.584076785772143,6.70300209008653,5.07172482345993,2.01469674068633e-06,2.04732704451023e-05,4.08109517196629
"NHLRC3","ENSG00000188811","NHLRC3","ENSG00000188811.11",6409,"protein_coding","387921",-0.602870385373249,5.01528588885306,-5.07153038645568,2.01630794974812e-06,2.04744321727207e-05,4.17144326411806
"PPP4C","ENSG00000149923","PPP4C","ENSG00000149923.12",2734,"protein_coding","5531",0.569525023389071,7.18714331280721,5.07108175959317,2.02003031182036e-06,2.04970138019873e-05,4.07596504206083
"HEPH","ENSG00000089472","HEPH","ENSG00000089472.15",7113,"protein_coding","9843",-1.1576468655223,7.64161483058814,-5.06982065614347,2.03052994397764e-06,2.05766546465221e-05,4.07964919390982
"COMMD1","ENSG00000173163","COMMD1","ENSG00000173163.9",2392,"protein_coding","150684",0.492406977197764,4.04131925832161,5.06977778265545,2.03088783249048e-06,2.05766546465221e-05,4.25342404189003
"ZNF680","ENSG00000173041","ZNF680","ENSG00000173041.10",5586,"protein_coding","340252",-1.02298665513112,2.56431213959103,-5.06892246161751,2.03804054482093e-06,2.06338405418658e-05,4.4625584306543
"CDK6","ENSG00000105810","CDK6","ENSG00000105810.8",12260,"protein_coding","1021",-0.706247278174781,5.9545864620516,-5.06873463270864,2.03961457308715e-06,2.06345030552411e-05,4.10263098169094
"POFUT1","ENSG00000101346","POFUT1","ENSG00000101346.10",6426,"protein_coding","23509",-0.912865365908181,7.06914310482765,-5.06686491504045,2.05534785298728e-06,2.07671931372807e-05,4.06953816230062
"SLC49A3","ENSG00000169026","SLC49A3","ENSG00000169026.11",2644,"protein_coding","84179",0.967121658618528,1.88805739975413,5.06681530866169,2.05576688900995e-06,2.07671931372807e-05,4.51754664980545
"SMCO4","ENSG00000166002","SMCO4","ENSG00000166002.5",1223,"protein_coding","56935",0.618102812221789,4.42150567233277,5.0663051120887,2.06008147328527e-06,2.07954202151999e-05,4.19186595381686
"PLA2G4F","ENSG00000168907","PLA2G4F","ENSG00000168907.12",6103,"protein_coding","255189",-1.79571315632771,3.06386452142172,-5.0658671551173,2.06379219616111e-06,2.08175144978552e-05,4.40057269355165
"KLHL23","ENSG00000213160","KLHL23","ENSG00000213160.8",5509,"protein_coding",NA,-0.719222253412835,5.06195804338314,-5.06514153598845,2.06995458515913e-06,2.08642879998574e-05,4.14424178358754
"FADS3","ENSG00000221968","FADS3","ENSG00000221968.7",6283,"protein_coding","3995",0.717017275565483,3.87268510308152,5.06288793422681,2.08920822218247e-06,2.10428498254873e-05,4.24932567986598
"PRPF40A","ENSG00000196504","PRPF40A","ENSG00000196504.14",9536,"protein_coding","55660",-0.600811530753067,6.98398116922194,-5.06136913069511,2.10228257919034e-06,2.11509412978675e-05,4.0462370418062
"CD5","ENSG00000110448","CD5","ENSG00000110448.9",3221,"protein_coding","921",0.980806556198561,2.52133551148449,5.06128228090005,2.10303261917677e-06,2.11509412978675e-05,4.42631292624355
"CGN","ENSG00000143375","CGN","ENSG00000143375.13",6616,"protein_coding","57530",-0.920829341651222,6.58419993436672,-5.06100255854187,2.10545009344122e-06,2.11596960897054e-05,4.05496422981795
"TSPAN17","ENSG00000048140","TSPAN17","ENSG00000048140.16",5215,"protein_coding","26262",0.387861853903858,5.93584198898474,5.06054805961657,2.10938384177251e-06,2.11836653360972e-05,4.05520389753927
"MARCKS","ENSG00000277443","MARCKS","ENSG00000277443.1",4275,"protein_coding","4082",-0.743856587358375,7.20813331006058,-5.05944168324027,2.11898967942153e-06,2.12491784869982e-05,4.03749851103694
"LAX1","ENSG00000122188","LAX1","ENSG00000122188.11",3198,"protein_coding","54900",1.41799166345382,0.415285664804723,5.05934276117309,2.11985062166295e-06,2.12491784869982e-05,4.60396828863164
"SETDB2","ENSG00000136169","SETDB2","ENSG00000136169.15",6678,"protein_coding","83852",-0.55520376126591,3.87987678550472,-5.05926036844454,2.12056796569327e-06,2.12491784869982e-05,4.24758112113178
"PVR","ENSG00000073008","PVR","ENSG00000073008.13",3519,"protein_coding","5817",-0.515518397227837,6.24461837263723,-5.05772883997959,2.13394527027313e-06,2.13675720401141e-05,4.04445455599646
"B3GNT5","ENSG00000176597","B3GNT5","ENSG00000176597.10",8140,"protein_coding","84002",-0.781985497907225,4.73730503757966,-5.05733639485338,2.13738635807362e-06,2.13712093478076e-05,4.14869510906083
"HMGB1","ENSG00000189403","HMGB1","ENSG00000189403.13",7723,"protein_coding","3146",-0.966466588409285,8.0793014097044,-5.05733103128985,2.13743342504758e-06,2.13712093478076e-05,4.02868034028092
"KLHL17","ENSG00000187961","KLHL17","ENSG00000187961.12",3395,"protein_coding","339451",1.04021330237469,3.20757771359048,5.05646858986582,2.145014793363e-06,2.143134575867e-05,4.31863097164013
"TRAFD1","ENSG00000135148","TRAFD1","ENSG00000135148.10",3940,"protein_coding","10906",0.537106922894579,5.5360736854889,5.05576006714137,2.15126275333696e-06,2.14780817081335e-05,4.05376820096237
"SH2D2A","ENSG00000027869","SH2D2A","ENSG00000027869.10",2512,"protein_coding","9047",0.849868462465712,3.07179141582113,5.05497860034164,2.15817455080327e-06,2.15313723602386e-05,4.33010251991153
"C8orf59","ENSG00000176731","C8orf59","ENSG00000176731.10",2514,"protein_coding","401466",-0.834407231479394,4.42641854752986,-5.05400095381652,2.16685200559159e-06,2.16021878516631e-05,4.17004606147165
"UCHL3","ENSG00000118939","UCHL3","ENSG00000118939.16",1905,"protein_coding","7347",-0.827147629539343,3.74320610086627,-5.05303377512024,2.17547004518296e-06,2.1672308286972e-05,4.24401961338418
"ZFR","ENSG00000056097","ZFR","ENSG00000056097.14",6792,"protein_coding","51663",-0.42710127419293,6.62597642898262,-5.05212647068097,2.18358497356113e-06,2.17334923009641e-05,4.01256633722252
"PAK2","ENSG00000180370","PAK2","ENSG00000180370.9",6270,"protein_coding","5062",-0.49714024485387,6.87779631755474,-5.05199206765558,2.184789582821e-06,2.17334923009641e-05,4.00901048499139
"CYTIP","ENSG00000115165","CYTIP","ENSG00000115165.8",3428,"protein_coding","9595",0.994492228142206,3.00080177874787,5.05173442075251,2.18710059881555e-06,2.17400964958544e-05,4.32684892936298
"PMFBP1","ENSG00000118557","PMFBP1","ENSG00000118557.14",5691,"protein_coding","83449",-1.37039159126081,1.03692370686803,-5.05156380096174,2.1886323201339e-06,2.17400964958544e-05,4.53764534448034
